thigh_length,calf_length,motor_hip_name,motor_knee_name,gear_hip_ratio,gear_knee_ratio,gearbox_hip,gearbox_knee,torso_distance,ik_height,best_index,best_cost,ac1,ac2,ac3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3845417302846151,4,5.628189438305624,726.4,3.5,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.40882004253487325,4,5.535851542085292,558.5,4.7,28.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4145202202044477,3,5.396926694686796,517.4,5.3,32.6
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.39120249652056827,1,5.520955290181659,454.8,6.1,29.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.3889350518377981,4,5.61232110578253,482.9,4.6,33.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.39960991506088944,2,5.589089447208638,638.9,4.9,31.4
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4146340011675355,3,5.401565763158712,597.3,4.8,33.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4097121315846753,1,5.568161959417836,555.7,5.3,30.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.38738982543702327,0,5.554377946327143,561.9,5.2,29.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.39861294907304906,7,5.552319110525923,603.6,5.4,31.9
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4080355416163531,3,5.5057306077734545,566.8,5.4,30.9
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4104217771873531,4,5.5961224755900085,625.0,4.9,33.9
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4087986109978495,5,5.532841278401253,553.9,5.1,31.9
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4148097251784573,0,5.410827915463327,544.9,5.1,29.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41132713567997076,4,5.45406340168007,502.5,5.4,27.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.412349547013404,0,5.491422662291147,560.2,5.3,30.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4112275556115873,5,5.451274172105565,635.8,5.1,31.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.415051426618538,7,5.418041574469478,670.5,5.0,34.8
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41353176383609147,5,5.538492524683435,758.2,5.0,35.2
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4113404430333688,3,5.453419690305565,774.8,4.5,35.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4146207929638981,1,5.403546275835678,809.3,4.4,36.1
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4150973602864344,6,5.420719850994582,827.5,4.2,39.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4121330203264794,5,5.484274708875395,803.3,4.3,38.5
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4154986797009781,4,5.435892473598759,844.3,3.8,37.0
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.4155859623553841,1,5.441182323211813,707.7,3.8,34.3
0.297,0.302,U10,U10,6.0,6.0,SSPG,SSPG,0.125,0.41328152479505287,1,5.52882526222436,731.3,3.8,33.3
